RANK,NAME,TEAM,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,id,team_img,player_img
1718,TK Pitts,SMU,G,30,19.4,5.8,2.1,4.0,51.2,0.1,0.4,33.3,1.5,2.3,66.2,4.4,0.8,1.3,0.4,1.1,5107568,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107568.png&w=350&h=254
1719,Avery Koenen,NDSU,F,34,18.3,5.8,2.1,4.6,47.1,0.0,0.4,7.1,1.4,2.7,53.8,5.1,0.7,0.6,0.4,1.5,5178463,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178463.png&w=350&h=254
1720,Jada Burton,WCU,G,29,28.8,5.8,2.3,5.3,44.2,0.1,0.7,20.0,0.9,1.7,56.3,3.8,3.8,1.2,0.2,3.2,5177949,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177949.png&w=350&h=254
1721,Brooklynn Miles,UK,G,32,29.8,5.8,2.1,5.3,38.8,0.3,1.3,20.0,1.4,2.3,61.1,2.8,3.0,1.2,0.1,2.4,4586299,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4586299.png&w=350&h=254
1722,Camryn Fauria,BING,G,31,21.9,5.7,2.2,5.8,38.1,0.5,1.7,29.6,0.8,1.1,72.7,4.6,0.8,0.3,0.1,1.4,5107553,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107553.png&w=350&h=254
1723,Julia Corsentino,MRST,G,31,19.5,5.7,1.8,5.6,31.4,0.9,3.0,30.9,1.3,1.7,73.6,2.1,0.6,0.7,0.1,1.9,5178112,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178112.png&w=350&h=254
1724,Soufia Inoussa,LMU,G,30,27.3,5.7,2.2,6.5,34.4,0.7,2.4,28.8,0.6,0.8,70.8,3.0,1.8,1.7,0.1,1.7,4595894,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595894.png&w=350&h=254
1725,Chloe Fleming,SOU,G,30,26.1,5.7,2.2,6.3,34.2,0.2,0.7,30.0,1.2,2.0,61.0,3.1,3.8,1.6,0.1,2.1,4595963,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595963.png&w=350&h=254
1726,Silvia Gonzalez,BRY,F,30,18.2,5.7,2.3,5.4,42.0,1.0,2.9,35.2,0.2,0.3,50.0,3.5,0.8,0.3,0.5,1.0,5174516,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174516.png&w=350&h=254
1727,Mary McMorris,UCSB,G,26,17.3,5.7,2.2,5.6,38.4,0.3,1.1,31.0,1.1,1.8,60.9,2.7,1.9,0.7,0.2,1.7,5107709,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107709.png&w=350&h=254
1728,Treasure Thompson,EMU,F,22,18.3,5.7,2.5,4.8,51.9,0.0,0.1,0.0,0.7,1.5,50.0,4.7,0.8,0.9,0.8,2.2,4433775,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433775.png&w=350&h=254
1729,Sigrun Olafsdottir,UTC,G,33,31.6,5.7,2.1,5.8,36.6,1.2,3.8,32.3,0.3,0.3,81.8,2.2,0.9,1.1,0.1,1.1,4704230,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704230.png&w=350&h=254
1730,Nia Howard,UNCG,G,33,24.3,5.7,2.3,5.1,44.4,0.4,1.2,29.3,0.8,1.2,71.1,1.5,0.5,0.6,0.1,1.0,4900414,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900414.png&w=350&h=254
1731,Alyssa Moreland,BRWN,F,22,26.2,5.7,2.2,6.3,35.5,0.3,1.7,16.2,1.0,1.9,53.7,6.5,1.9,1.9,0.7,1.9,5108921,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108921.png&w=350&h=254
1732,Faith Dut,FLA,F,32,21.9,5.7,2.3,4.6,49.7,0.3,0.8,33.3,0.9,1.4,63.0,4.6,0.8,0.4,0.8,1.4,4433702,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433702.png&w=350&h=254
1733,Belle Kranbuhl,MONM,C,32,26.0,5.7,2.5,5.3,47.0,0.0,0.0,0.0,0.8,1.1,69.4,7.7,1.6,0.8,2.4,2.0,4704490,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704490.png&w=350&h=254
1734,Desiree Wooten,UNT,G,32,20.0,5.7,2.1,5.4,38.2,0.4,1.5,25.0,1.2,1.7,73.6,2.7,2.0,1.3,0.4,1.1,5108302,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108302.png&w=350&h=254
1735,Ashlyn Wallace,IDHO,G,31,24.5,5.7,1.8,4.6,39.6,1.4,3.6,37.8,0.7,0.8,80.8,2.0,1.0,1.3,0.1,0.9,4899034,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899034.png&w=350&h=254
1736,Ashley O'Connor,BUCK,G,31,29.5,5.7,2.1,6.8,30.7,1.2,3.6,33.9,0.3,0.3,90.0,1.8,1.5,0.6,0.3,2.3,5107433,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107433.png&w=350&h=254
1737,Kadidia Toure,ASU,F,31,17.6,5.7,2.4,5.4,43.5,0.0,0.2,14.3,1.0,1.8,54.5,3.7,0.4,0.6,0.2,0.8,5108033,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108033.png&w=350&h=254
1738,Ella Brubaker,PEPP,G,27,13.4,5.7,1.9,5.1,38.0,0.9,2.6,32.4,1.0,1.3,79.4,1.2,0.5,0.6,0.1,0.8,5174325,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174325.png&w=350&h=254
1739,Abby Feit,MIZ,G,30,19.9,5.7,2.0,5.0,39.7,1.1,3.2,34.7,0.6,0.8,78.3,3.1,1.0,0.5,0.2,0.9,4595579,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595579.png&w=350&h=254
1740,Jillian Brown,UVA,G,30,18.4,5.7,1.9,5.5,35.4,0.5,1.7,29.4,1.3,1.6,85.1,4.4,1.5,0.5,0.4,1.5,4683032,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4683032.png&w=350&h=254
1741,Cami Fulcher,SF,G,30,27.2,5.7,2.0,5.2,37.6,1.0,2.4,39.7,0.8,1.2,66.7,3.8,1.8,0.9,0.1,1.5,4899414,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899414.png&w=350&h=254
1742,Addi Melone,PEPP,G,30,29.5,5.7,2.1,7.6,27.2,1.0,4.4,23.7,0.5,0.8,69.6,2.9,2.2,0.9,0.1,3.6,5174324,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174324.png&w=350&h=254
1743,Silvia Nativi,LT,G,33,27.6,5.7,2.3,5.2,44.4,0.7,2.3,31.6,0.4,0.6,60.0,3.7,3.4,0.7,0.4,2.4,4899083,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899083.png&w=350&h=254
1744,Teniesha Clarke,AKR,G,26,22.4,5.7,2.2,5.8,37.7,0.5,2.5,20.0,0.8,1.3,63.6,2.3,1.2,0.5,0.2,1.9,5178141,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178141.png&w=350&h=254
1745,Madi Mace,OHIO,G,28,22.0,5.7,2.0,5.4,37.7,0.7,2.6,26.4,0.9,1.1,81.3,3.8,1.5,1.1,0.1,2.7,4613137,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4613137.png&w=350&h=254
1746,Maggie Cavanaugh,UNH,G,28,23.3,5.7,1.9,5.3,36.5,1.1,2.9,37.5,0.8,0.8,91.3,3.6,1.6,1.3,0.1,2.0,5174525,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5174525.png&w=350&h=254
1747,Kennedy Calhoun,SLU,PG,40,29.1,5.7,2.2,4.8,46.3,0.3,1.3,23.1,1.0,1.3,78.0,2.5,3.1,2.2,0.1,2.8,4900634,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4900634.png&w=350&h=254
1748,CC Mays,MRSH,G,33,18.1,5.7,2.1,5.0,41.8,0.5,1.9,25.4,1.0,1.3,78.6,3.9,1.2,1.8,0.0,1.6,4704479,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704479.png&w=350&h=254
1749,Sylena Peterson,NMSU,G,30,20.5,5.7,2.0,5.9,33.3,0.6,2.3,25.0,1.2,1.4,81.4,2.5,2.4,1.4,0.1,1.5,4899509,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899509.png&w=350&h=254
1750,Mazatlan Harris,UCD,F,32,25.7,5.7,2.0,4.2,46.7,1.2,3.0,38.5,0.6,0.8,69.2,4.8,1.3,0.8,0.5,1.2,4704336,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704336.png&w=350&h=254
1751,Cailyn Crocker,CSU,G,29,17.7,5.7,1.8,4.7,37.2,0.2,1.0,17.9,2.0,2.3,83.8,3.0,1.0,0.6,0.2,0.8,4433341,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433341.png&w=350&h=254
1752,Madison McCoy,JVST,F,28,22.6,5.6,1.9,5.6,33.1,0.5,2.3,21.9,1.4,2.1,69.0,4.1,0.8,0.6,0.4,1.4,4898935,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4898935.png&w=350&h=254
1753,Sierra McCullough,EKU,F,30,17.6,5.6,2.0,4.6,43.5,0.0,0.0,0.0,1.6,3.4,48.0,7.2,0.5,0.6,1.0,1.1,4594981,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594981.png&w=350&h=254
1754,Latasha Lattimore,MIA,F,27,15.0,5.6,2.2,4.9,45.5,0.2,0.6,29.4,1.0,1.5,67.5,3.1,0.5,0.3,1.3,1.1,4433517,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433517.png&w=350&h=254
1755,Andjela Bigovic,TAR,F,24,16.3,5.6,2.3,5.8,39.1,0.8,2.6,32.3,0.3,0.3,87.5,3.7,1.2,0.3,0.6,1.1,5175526,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175526.png&w=350&h=254
1756,Alexi Hempe,SDAK,F,36,22.4,5.6,1.9,5.6,34.2,1.0,3.8,26.3,0.8,0.9,82.4,2.8,1.6,0.6,0.1,1.3,4595856,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595856.png&w=350&h=254
1757,Jenna Villa,WSU,G,36,20.1,5.6,1.9,4.6,41.6,1.2,3.5,33.3,0.6,0.6,95.7,1.8,0.6,0.3,0.2,0.8,5175980,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175980.png&w=350&h=254
1758,Shimei Muhammad,CHSO,G,23,26.5,5.6,2.0,6.1,32.1,1.0,3.5,30.0,0.7,0.8,78.9,4.7,1.4,1.5,0.7,1.6,5175826,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175826.png&w=350&h=254
1759,Thoranna Kika Hodge-Carr,LUC,G,28,25.0,5.6,2.4,5.3,44.6,0.3,0.6,41.2,0.6,1.1,56.3,3.3,1.9,1.0,0.1,2.7,4704438,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4704438.png&w=350&h=254
1760,Malay McQueen,LAM,G,30,17.5,5.6,2.1,6.1,33.7,1.3,4.4,30.5,0.1,0.3,50.0,2.9,0.6,0.7,0.1,0.7,4595699,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595699.png&w=350&h=254
1761,Sana'a Garrett,JAX,G,30,26.4,5.6,1.8,4.0,45.5,0.5,1.0,51.6,1.4,1.8,77.8,2.9,1.7,1.9,0.0,2.9,5175445,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5175445.png&w=350&h=254
1762,Zippy Broughton,FLA,G,32,19.9,5.6,2.1,5.2,40.0,0.4,1.4,29.5,1.1,1.3,81.0,2.4,2.5,0.7,0.2,2.2,4398949,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4398949.png&w=350&h=254
1763,Audrey Ericksen,BU,G,32,29.3,5.6,1.8,5.2,35.5,1.0,3.1,31.3,0.9,1.1,85.7,3.1,1.4,0.5,0.6,2.2,5176891,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5176891.png&w=350&h=254
1764,Nyla Walker,GWEB,G,29,17.2,5.6,2.2,7.1,30.9,0.5,2.4,20.0,0.7,1.2,58.8,1.2,0.8,0.6,0.0,2.2,5108553,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108553.png&w=350&h=254
1765,Gemma Nunez,CAM,G,31,33.0,5.6,1.9,6.1,31.2,0.5,2.5,17.7,1.3,1.7,78.8,4.6,3.4,1.3,0.2,2.7,5107737,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107737.png&w=350&h=254
1766,Amberly Brown,MVSU,F,31,19.0,5.6,2.3,6.7,33.5,0.0,0.4,0.0,1.1,1.7,63.5,3.7,0.6,1.1,1.3,1.5,5177930,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5177930.png&w=350&h=254
1767,Jayla Oden,PSU,G,35,15.2,5.6,1.9,4.5,42.9,0.7,1.8,37.5,1.1,1.3,78.7,1.7,1.1,0.7,0.1,1.3,4433814,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4433814.png&w=350&h=254
1768,Ary Hicks,NIA,G,28,21.4,5.6,2.3,6.5,35.9,0.1,1.0,13.8,0.8,1.0,81.5,2.4,2.7,1.6,0.1,2.3,5109307,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109307.png&w=350&h=254
1769,Maggie Pina,NU,G,30,19.5,5.6,1.6,4.6,35.5,1.3,3.2,42.1,1.0,1.2,82.9,1.6,1.2,0.4,0.1,1.1,4599731,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4599731.png&w=350&h=254
1770,Asia Donald,INST,G,30,12.5,5.6,1.6,4.3,38.0,0.4,1.5,29.5,1.9,2.2,84.8,1.2,0.7,0.5,0.0,1.9,5178279,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178279.png&w=350&h=254
1771,Matilda Soderlund,MORE,G,30,16.4,5.6,1.9,5.2,36.8,1.5,4.3,34.9,0.3,0.4,66.7,0.6,0.4,0.2,0.0,0.6,5178409,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5178409.png&w=350&h=254
1772,Vanessa Taylor,ELON,G,27,27.7,5.6,2.2,6.0,36.4,0.3,1.6,21.4,0.9,1.0,82.1,3.1,1.4,1.3,0.2,2.0,4594719,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4594719.png&w=350&h=254
1773,Ashley Banks,SUU,C,27,21.5,5.6,2.2,4.4,49.2,0.1,0.3,33.3,1.1,1.7,64.4,5.2,0.6,0.2,1.0,1.4,5108037,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108037.png&w=350&h=254
1774,Ellie Taylor,RAD,G,33,25.7,5.5,2.2,6.2,35.0,0.4,1.6,22.2,0.8,1.6,51.9,2.8,2.1,0.6,0.2,2.1,4705417,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705417.png&w=350&h=254
1775,ZaNiya Nelson,EMU,G,26,23.2,5.5,2.2,5.7,38.8,0.2,1.2,19.4,0.9,1.4,66.7,4.1,0.7,1.2,0.5,2.1,4705360,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4705360.png&w=350&h=254
1776,Sofia Kelemeni,SJSU,G,26,24.0,5.5,2.0,5.1,39.4,1.0,3.0,34.6,0.5,0.7,72.2,3.8,2.3,0.8,0.3,1.9,5109816,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109816.png&w=350&h=254
1777,Sydney Burns,UCD,G,34,23.6,5.5,1.9,4.6,41.8,0.5,2.0,23.9,1.2,1.4,81.6,2.6,3.2,0.9,0.0,2.5,4899719,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4899719.png&w=350&h=254
1778,Violeta Verano,AMCC,G,27,23.7,5.5,1.9,6.3,29.8,0.9,3.7,24.8,0.8,1.3,62.9,2.3,2.6,1.1,0.0,2.2,4595574,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4595574.png&w=350&h=254
1779,Khadija Faye,TEX,F,29,12.1,5.5,1.8,3.5,50.5,0.0,0.0,0.0,2.0,2.6,78.4,3.5,0.2,0.8,0.7,1.0,4597017,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4597017.png&w=350&h=254
1780,Ivane Tensaie,UTEP,G,29,19.1,5.5,1.8,4.8,37.1,1.4,3.8,36.9,0.5,0.6,88.2,1.1,0.6,0.3,0.0,0.5,5108540,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5108540.png&w=350&h=254
1781,Journey Thompson,ASU,F,31,21.2,5.5,2.3,6.5,34.7,0.0,0.0,0.0,1.0,1.7,58.5,4.4,0.5,0.9,0.6,1.3,5105723,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5105723.png&w=350&h=254
1782,Shay Fano,GCU,F,31,14.2,5.5,2.3,5.1,45.2,0.5,1.8,30.9,0.4,0.7,52.2,2.8,0.6,0.5,0.1,1.1,5179444,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5179444.png&w=350&h=254
1783,Olivia Clayton,SIUE,F,28,21.3,5.5,1.9,4.4,43.9,0.0,0.2,16.7,1.6,2.8,57.0,3.6,1.6,0.8,0.9,1.7,4703705,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/4703705.png&w=350&h=254
1784,Sarah Taub,UNF,G,30,22.7,5.5,1.9,5.2,36.1,0.2,1.4,16.7,1.5,2.4,63.9,4.0,1.6,1.3,0.2,2.1,5107479,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5107479.png&w=350&h=254
1785,Kate Samson,NAVY,C,28,16.3,5.5,2.3,4.8,47.0,0.0,0.0,0.0,1.0,1.6,60.9,4.2,0.6,0.5,1.5,1.4,5109237,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://a.espncdn.com/combiner/i?img=/i/headshots/womens-college-basketball/players/full/5109237.png&w=350&h=254
